id,Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,AVG ANS DELAY SECONDS,MAX ANS DELAY,ABANDONED,DelayCallsProduct
2014-11-06-ccc_help_script,2014/11/06,ccc_help_script,6,6,0:00:04,4,,0,24
2014-11-06-ccc_priority_script,2014/11/06,ccc_priority_script,33,31,0:00:13,13,,2,403
2014-11-06-ccc_tax_script,2014/11/06,ccc_tax_script,19,12,0:02:33,153,,7,1836
2014-11-07-ccc_311_calgary_combined,2014/11/07,ccc_311_calgary_combined,3132,2630,0:02:37,157,,502,412910
2014-11-07-ccc_help_script,2014/11/07,ccc_help_script,8,7,0:00:07,7,,1,49
2014-11-07-ccc_priority_script,2014/11/07,ccc_priority_script,19,18,0:00:15,15,,1,270
2014-11-07-ccc_tax_script,2014/11/07,ccc_tax_script,16,15,0:02:13,133,,1,1995
2014-11-08-ccc_311_calgary_combined,2014/11/08,ccc_311_calgary_combined,1260,1224,0:00:19,19,,36,23256
2014-11-08-ccc_help_script,2014/11/08,ccc_help_script,2,2,0:00:13,13,,0,26
2014-11-08-ccc_priority_script,2014/11/08,ccc_priority_script,23,23,0:00:06,6,,0,138
2014-11-09-ccc_311_calgary_combined,2014/11/09,ccc_311_calgary_combined,1020,994,0:00:12,12,,26,11928
2014-11-09-ccc_help_script,2014/11/09,ccc_help_script,4,4,0:00:39,39,,0,156
2014-11-09-ccc_priority_script,2014/11/09,ccc_priority_script,50,49,0:00:08,8,,1,392
2014-11-09-ccc_tax_script,2014/11/09,ccc_tax_script,1,1,0:00:06,6,,0,6
2014-11-10-ccc_311_calgary_combined,2014/11/10,ccc_311_calgary_combined,3459,3409,0:00:11,11,,50,37499
2014-11-10-ccc_help_script,2014/11/10,ccc_help_script,10,10,0:00:06,6,,0,60
2014-11-10-ccc_priority_script,2014/11/10,ccc_priority_script,44,41,0:00:07,7,,3,287
2014-11-10-ccc_tax_script,2014/11/10,ccc_tax_script,17,17,0:00:16,16,,0,272
2014-11-11-ccc_311_calgary_combined,2014/11/11,ccc_311_calgary_combined,1685,1653,0:00:11,11,,32,18183
2014-11-11-ccc_help_script,2014/11/11,ccc_help_script,4,4,0:00:06,6,,0,24
2014-11-11-ccc_priority_script,2014/11/11,ccc_priority_script,33,30,0:00:08,8,,3,240
2014-11-11-ccc_tax_script,2014/11/11,ccc_tax_script,7,6,0:00:06,6,,1,36
2014-11-12-ccc_311_calgary_combined,2014/11/12,ccc_311_calgary_combined,3222,2739,0:02:07,127,,483,347853
2014-11-12-ccc_help_script,2014/11/12,ccc_help_script,7,6,0:00:21,21,,1,126
2014-11-12-ccc_priority_script,2014/11/12,ccc_priority_script,29,27,0:00:13,13,,2,351
2014-11-12-ccc_tax_script,2014/11/12,ccc_tax_script,27,23,0:02:31,151,,4,3473
2014-11-13-ccc_311_calgary_combined,2014/11/13,ccc_311_calgary_combined,3115,2376,0:04:30,270,,739,641520
2014-11-13-ccc_help_script,2014/11/13,ccc_help_script,7,7,0:00:11,11,,0,77
2014-11-13-ccc_priority_script,2014/11/13,ccc_priority_script,44,41,0:00:18,18,,3,738
2014-11-13-ccc_tax_script,2014/11/13,ccc_tax_script,20,15,0:06:22,382,,5,5730
2014-11-14-ccc_311_calgary_combined,2014/11/14,ccc_311_calgary_combined,2965,2557,0:02:10,130,,408,332410
2014-11-14-ccc_help_script,2014/11/14,ccc_help_script,5,5,0:00:12,12,,0,60
2014-11-14-ccc_priority_script,2014/11/14,ccc_priority_script,39,39,0:00:11,11,,0,429
2014-11-14-ccc_tax_script,2014/11/14,ccc_tax_script,9,7,0:03:05,185,,2,1295
2014-11-15-ccc_311_calgary_combined,2014/11/15,ccc_311_calgary_combined,1028,1001,0:00:19,19,,27,19019
2014-11-15-ccc_help_script,2014/11/15,ccc_help_script,1,1,0:00:05,5,,0,5
2014-11-15-ccc_priority_script,2014/11/15,ccc_priority_script,18,17,0:00:06,6,,1,102
2014-11-15-ccc_tax_script,2014/11/15,ccc_tax_script,1,1,0:00:06,6,,0,6
2014-11-16-ccc_311_calgary_combined,2014/11/16,ccc_311_calgary_combined,870,856,0:00:11,11,,14,9416
2014-11-16-ccc_priority_script,2014/11/16,ccc_priority_script,25,24,0:00:11,11,,1,264
2014-11-16-ccc_tax_script,2014/11/16,ccc_tax_script,1,1,0:00:03,3,,0,3
2014-11-17-ccc_311_calgary_combined,2014/11/17,ccc_311_calgary_combined,3329,3281,0:00:08,8,,48,26248
2014-11-17-ccc_help_script,2014/11/17,ccc_help_script,1,1,0:00:04,4,,0,4
2014-11-17-ccc_priority_script,2014/11/17,ccc_priority_script,25,25,0:00:11,11,,0,275
2014-11-17-ccc_tax_script,2014/11/17,ccc_tax_script,20,20,0:00:12,12,,0,240
2014-11-18-ccc_311_calgary_combined,2014/11/18,ccc_311_calgary_combined,3071,2840,0:01:04,64,,231,181760
2014-11-18-ccc_help_script,2014/11/18,ccc_help_script,5,5,0:00:17,17,,0,85
2014-11-18-ccc_priority_script,2014/11/18,ccc_priority_script,33,30,0:00:09,9,,3,270
2014-11-18-ccc_tax_script,2014/11/18,ccc_tax_script,22,21,0:02:21,141,,1,2961
2014-11-19-ccc_311_calgary_combined,2014/11/19,ccc_311_calgary_combined,3016,2620,0:01:56,116,,396,303920
2014-11-19-ccc_help_script,2014/11/19,ccc_help_script,9,9,0:00:19,19,,0,171
2014-11-19-ccc_priority_script,2014/11/19,ccc_priority_script,19,18,0:00:13,13,,1,234
2014-11-19-ccc_tax_script,2014/11/19,ccc_tax_script,28,23,0:03:09,189,,5,4347
2014-11-20-ccc_311_calgary_combined,2014/11/20,ccc_311_calgary_combined,3339,2723,0:03:05,185,,616,503755
2014-11-20-ccc_help_script,2014/11/20,ccc_help_script,10,10,0:00:16,16,,0,160
2014-11-20-ccc_priority_script,2014/11/20,ccc_priority_script,41,39,0:00:11,11,,2,429
2014-11-20-ccc_tax_script,2014/11/20,ccc_tax_script,24,19,0:04:08,248,,5,4712
2014-11-21-ccc_311_calgary_combined,2014/11/21,ccc_311_calgary_combined,3280,2574,0:04:12,252,,706,648648
2014-11-21-ccc_help_script,2014/11/21,ccc_help_script,6,5,0:00:15,15,,1,75
2014-11-21-ccc_priority_script,2014/11/21,ccc_priority_script,20,20,0:00:13,13,,0,260
2014-11-21-ccc_tax_script,2014/11/21,ccc_tax_script,18,12,0:05:43,343,,6,4116
2014-11-22-ccc_311_calgary_combined,2014/11/22,ccc_311_calgary_combined,1066,1005,0:00:41,41,,61,41205
2014-11-22-ccc_help_script,2014/11/22,ccc_help_script,1,1,0:00:05,5,,0,5
2014-11-22-ccc_priority_script,2014/11/22,ccc_priority_script,9,8,0:00:06,6,,1,48
2014-11-23-ccc_311_calgary_combined,2014/11/23,ccc_311_calgary_combined,763,752,0:00:09,9,,11,6768
2014-11-23-ccc_help_script,2014/11/23,ccc_help_script,1,1,0:00:04,4,,0,4
2014-11-23-ccc_priority_script,2014/11/23,ccc_priority_script,14,14,0:00:05,5,,0,70
2014-11-23-ccc_tax_script,2014/11/23,ccc_tax_script,1,1,0:00:07,7,,0,7
2014-11-24-ccc_311_calgary_combined,2014/11/24,ccc_311_calgary_combined,3314,3183,0:00:37,37,,131,117771
2014-11-24-ccc_help_script,2014/11/24,ccc_help_script,5,5,0:00:08,8,,0,40
2014-11-24-ccc_priority_script,2014/11/24,ccc_priority_script,30,28,0:00:12,12,,2,336
2014-11-24-ccc_tax_script,2014/11/24,ccc_tax_script,19,17,0:00:43,43,,2,731
2014-11-25-ccc_311_calgary_combined,2014/11/25,ccc_311_calgary_combined,3069,2711,0:01:50,110,,358,298210
2014-11-25-ccc_help_script,2014/11/25,ccc_help_script,8,8,0:00:19,19,,0,152
2014-11-25-ccc_priority_script,2014/11/25,ccc_priority_script,27,27,0:00:15,15,,0,405
2014-11-25-ccc_tax_script,2014/11/25,ccc_tax_script,15,11,0:02:32,152,,4,1672
2014-11-26-ccc_311_calgary_combined,2014/11/26,ccc_311_calgary_combined,3304,2551,0:04:14,254,,753,647954
2014-11-26-ccc_help_script,2014/11/26,ccc_help_script,7,7,0:00:14,14,,0,98
2014-11-26-ccc_priority_script,2014/11/26,ccc_priority_script,21,21,0:00:20,20,,0,420
2014-11-26-ccc_tax_script,2014/11/26,ccc_tax_script,16,11,0:04:47,287,,5,3157
2014-11-27-ccc_311_calgary_combined,2014/11/27,ccc_311_calgary_combined,3405,2498,0:05:40,340,,907,849320
2014-11-27-ccc_help_script,2014/11/27,ccc_help_script,9,9,0:00:11,11,,0,99
2014-11-27-ccc_priority_script,2014/11/27,ccc_priority_script,33,32,0:00:16,16,,1,512
2014-11-27-ccc_tax_script,2014/11/27,ccc_tax_script,16,8,0:05:49,349,,8,2792
2014-11-28-ccc_311_calgary_combined,2014/11/28,ccc_311_calgary_combined,2990,2607,0:01:50,110,,383,286770
2014-11-28-ccc_help_script,2014/11/28,ccc_help_script,5,5,0:00:13,13,,0,65
2014-11-28-ccc_priority_script,2014/11/28,ccc_priority_script,58,58,0:00:12,12,,0,696
2014-11-28-ccc_tax_script,2014/11/28,ccc_tax_script,16,14,0:02:27,147,,2,2058
2014-11-29-ccc_311_calgary_combined,2014/11/29,ccc_311_calgary_combined,1443,1376,0:00:24,24,,67,33024
2014-11-29-ccc_help_script,2014/11/29,ccc_help_script,1,1,0:00:07,7,,0,7
2014-11-29-ccc_priority_script,2014/11/29,ccc_priority_script,55,52,0:00:12,12,,3,624
2014-11-29-ccc_tax_script,2014/11/29,ccc_tax_script,1,1,0:00:17,17,,0,17
2014-11-30-ccc_311_calgary_combined,2014/11/30,ccc_311_calgary_combined,875,854,0:00:21,21,,21,17934
2014-11-30-ccc_priority_script,2014/11/30,ccc_priority_script,24,22,0:0:0,0,,2,0
2014-12-01-ccc_311_calgary_combined,2014/12/01,ccc_311_calgary_combined,3354,2945,0:01:58,118,,409,347510
2014-12-01-ccc_help_script,2014/12/01,ccc_help_script,4,4,0:00:29,29,,0,116
2014-12-01-ccc_priority_script,2014/12/01,ccc_priority_script,26,26,0:00:19,19,,0,494
2014-12-01-ccc_tax_script,2014/12/01,ccc_tax_script,11,7,0:05:29,329,,4,2303
2014-12-02-ccc_311_calgary_combined,2014/12/02,ccc_311_calgary_combined,3484,2887,0:02:48,168,,597,485016
2014-12-02-ccc_help_script,2014/12/02,ccc_help_script,1,1,0:00:14,14,,0,14
2014-12-02-ccc_priority_script,2014/12/02,ccc_priority_script,30,27,0:00:15,15,,3,405
2014-12-02-ccc_tax_script,2014/12/02,ccc_tax_script,23,17,0:02:55,175,,6,2975
2014-12-03-ccc_311_calgary_combined,2014/12/03,ccc_311_calgary_combined,3165,2748,0:02:28,148,,417,406704
2014-12-03-ccc_help_script,2014/12/03,ccc_help_script,4,4,0:00:07,7,,0,28
2014-12-03-ccc_priority_script,2014/12/03,ccc_priority_script,42,36,0:00:11,11,,6,396
2014-12-03-ccc_tax_script,2014/12/03,ccc_tax_script,17,14,0:03:21,201,,3,2814
2014-12-04-ccc_311_calgary_combined,2014/12/04,ccc_311_calgary_combined,3016,2704,0:01:35,95,,312,256880
2014-12-04-ccc_help_script,2014/12/04,ccc_help_script,8,8,0:00:14,14,,0,112
2014-12-04-ccc_priority_script,2014/12/04,ccc_priority_script,25,25,0:00:17,17,,0,425
2014-12-04-ccc_tax_script,2014/12/04,ccc_tax_script,24,21,0:01:45,105,,3,2205
2014-12-05-ccc_311_calgary_combined,2014/12/05,ccc_311_calgary_combined,2651,2375,0:01:35,95,,276,225625
2014-12-05-ccc_help_script,2014/12/05,ccc_help_script,4,4,0:00:04,4,,0,16
2014-12-05-ccc_priority_script,2014/12/05,ccc_priority_script,33,32,0:00:09,9,,1,288
2014-12-05-ccc_tax_script,2014/12/05,ccc_tax_script,10,10,0:00:41,41,,0,410
2014-12-06-ccc_311_calgary_combined,2014/12/06,ccc_311_calgary_combined,999,982,0:00:18,18,,17,17676
2014-12-06-ccc_priority_script,2014/12/06,ccc_priority_script,30,30,0:00:11,11,,0,330
2014-12-07-ccc_311_calgary_combined,2014/12/07,ccc_311_calgary_combined,800,791,0:00:08,8,,9,6328
2014-12-07-ccc_help_script,2014/12/07,ccc_help_script,1,1,0:00:05,5,,0,5
2014-12-07-ccc_priority_script,2014/12/07,ccc_priority_script,29,26,0:00:07,7,,3,182
2014-12-08-ccc_311_calgary_combined,2014/12/08,ccc_311_calgary_combined,3022,2964,0:00:15,15,,58,44460
2014-12-08-ccc_help_script,2014/12/08,ccc_help_script,4,4,0:00:08,8,,0,32
2014-12-08-ccc_priority_script,2014/12/08,ccc_priority_script,25,24,0:00:06,6,,1,144
2014-12-08-ccc_tax_script,2014/12/08,ccc_tax_script,12,12,0:00:12,12,,0,144
2014-12-09-ccc_311_calgary_combined,2014/12/09,ccc_311_calgary_combined,3017,2740,0:01:23,83,,277,227420
2014-12-09-ccc_help_script,2014/12/09,ccc_help_script,7,6,0:00:10,10,,1,60
2014-12-09-ccc_priority_script,2014/12/09,ccc_priority_script,32,29,0:00:16,16,,3,464
2014-12-09-ccc_tax_script,2014/12/09,ccc_tax_script,10,8,0:02:13,133,,2,1064
2014-12-10-ccc_311_calgary_combined,2014/12/10,ccc_311_calgary_combined,2802,2577,0:01:08,68,,225,175236
2014-12-10-ccc_help_script,2014/12/10,ccc_help_script,4,4,0:00:06,6,,0,24
2014-12-10-ccc_priority_script,2014/12/10,ccc_priority_script,21,19,0:00:17,17,,2,323
2014-12-10-ccc_tax_script,2014/12/10,ccc_tax_script,16,12,0:01:20,80,,4,960
2014-12-11-ccc_311_calgary_combined,2014/12/11,ccc_311_calgary_combined,3163,2788,0:02:03,123,,375,342924
2014-12-11-ccc_help_script,2014/12/11,ccc_help_script,4,4,0:00:16,16,,0,64
2014-12-11-ccc_priority_script,2014/12/11,ccc_priority_script,29,27,0:00:17,17,,2,459
2014-12-11-ccc_tax_script,2014/12/11,ccc_tax_script,17,15,0:02:31,151,,2,2265
2014-12-12-ccc_311_calgary_combined,2014/12/12,ccc_311_calgary_combined,2961,2619,0:02:03,123,,342,322137
2014-12-12-ccc_help_script,2014/12/12,ccc_help_script,10,10,0:00:09,9,,0,90
2014-12-12-ccc_priority_script,2014/12/12,ccc_priority_script,29,27,0:00:12,12,,2,324
2014-12-12-ccc_tax_script,2014/12/12,ccc_tax_script,29,25,0:01:48,108,,4,2700
2014-12-13-ccc_311_calgary_combined,2014/12/13,ccc_311_calgary_combined,1014,973,0:00:27,27,,41,26271
2014-12-13-ccc_priority_script,2014/12/13,ccc_priority_script,21,20,0:00:06,6,,1,120
2014-12-14-ccc_311_calgary_combined,2014/12/14,ccc_311_calgary_combined,882,868,0:00:17,17,,14,14756
2014-12-14-ccc_help_script,2014/12/14,ccc_help_script,1,1,0:00:06,6,,0,6
2014-12-14-ccc_priority_script,2014/12/14,ccc_priority_script,21,21,0:00:05,5,,0,105
2014-12-15-ccc_311_calgary_combined,2014/12/15,ccc_311_calgary_combined,3241,3132,0:00:32,32,,109,100224
2014-12-15-ccc_help_script,2014/12/15,ccc_help_script,6,6,0:00:12,12,,0,72
2014-12-15-ccc_priority_script,2014/12/15,ccc_priority_script,21,21,0:00:10,10,,0,210
2014-12-15-ccc_tax_script,2014/12/15,ccc_tax_script,9,9,0:00:12,12,,0,108
2014-12-16-ccc_311_calgary_combined,2014/12/16,ccc_311_calgary_combined,3026,2887,0:00:42,42,,139,121254
2014-12-16-ccc_help_script,2014/12/16,ccc_help_script,9,6,0:00:05,5,,3,30
2014-12-16-ccc_priority_script,2014/12/16,ccc_priority_script,29,26,0:00:19,19,,3,494
2014-12-16-ccc_tax_script,2014/12/16,ccc_tax_script,16,12,0:00:19,19,,4,228
2014-12-17-ccc_311_calgary_combined,2014/12/17,ccc_311_calgary_combined,2781,2604,0:00:57,57,,177,148428
2014-12-17-ccc_help_script,2014/12/17,ccc_help_script,5,5,0:00:25,25,,0,125
2014-12-17-ccc_priority_script,2014/12/17,ccc_priority_script,30,29,0:00:16,16,,1,464
2014-12-17-ccc_tax_script,2014/12/17,ccc_tax_script,20,18,0:01:10,70,,2,1260
2014-12-18-ccc_311_calgary_combined,2014/12/18,ccc_311_calgary_combined,2818,2562,0:01:19,79,,256,202398
2014-12-18-ccc_help_script,2014/12/18,ccc_help_script,4,3,0:00:16,16,,1,48
2014-12-18-ccc_priority_script,2014/12/18,ccc_priority_script,26,26,0:00:16,16,,0,416
2014-12-18-ccc_tax_script,2014/12/18,ccc_tax_script,17,17,0:01:20,80,,0,1360
2014-12-19-ccc_311_calgary_combined,2014/12/19,ccc_311_calgary_combined,2490,2368,0:00:43,43,,122,101824
2014-12-19-ccc_help_script,2014/12/19,ccc_help_script,2,2,0:00:08,8,,0,16
2014-12-19-ccc_priority_script,2014/12/19,ccc_priority_script,27,27,0:00:13,13,,0,351
2014-12-19-ccc_tax_script,2014/12/19,ccc_tax_script,18,16,0:00:26,26,,2,416
2014-12-20-ccc_311_calgary_combined,2014/12/20,ccc_311_calgary_combined,1005,988,0:00:11,11,,17,10868
2014-12-20-ccc_priority_script,2014/12/20,ccc_priority_script,14,14,0:00:07,7,,0,98
2014-12-20-ccc_tax_script,2014/12/20,ccc_tax_script,1,1,0:00:06,6,,0,6
2014-12-21-ccc_311_calgary_combined,2014/12/21,ccc_311_calgary_combined,857,840,0:00:17,17,,17,14280
2014-12-21-ccc_priority_script,2014/12/21,ccc_priority_script,11,10,0:00:06,6,,1,60
2014-12-21-ccc_tax_script,2014/12/21,ccc_tax_script,2,2,0:00:04,4,,0,8
2014-12-22-ccc_311_calgary_combined,2014/12/22,ccc_311_calgary_combined,2992,2813,0:00:55,55,,179,154715
2014-12-22-ccc_help_script,2014/12/22,ccc_help_script,6,5,0:00:04,4,,1,20
2014-12-22-ccc_priority_script,2014/12/22,ccc_priority_script,20,20,0:00:08,8,,0,160
2014-12-22-ccc_tax_script,2014/12/22,ccc_tax_script,20,17,0:01:17,77,,3,1309
2014-12-23-ccc_311_calgary_combined,2014/12/23,ccc_311_calgary_combined,2569,2430,0:00:52,52,,139,126360
2014-12-23-ccc_help_script,2014/12/23,ccc_help_script,4,3,0:00:04,4,,1,12
2014-12-23-ccc_priority_script,2014/12/23,ccc_priority_script,25,24,0:00:12,12,,1,288
2014-12-23-ccc_tax_script,2014/12/23,ccc_tax_script,10,9,0:01:20,80,,1,720
2014-12-24-ccc_311_calgary_combined,2014/12/24,ccc_311_calgary_combined,1430,1412,0:00:09,9,,18,12708
2014-12-24-ccc_help_script,2014/12/24,ccc_help_script,3,3,0:00:05,5,,0,15
2014-12-24-ccc_priority_script,2014/12/24,ccc_priority_script,32,32,0:00:06,6,,0,192
2014-12-24-ccc_tax_script,2014/12/24,ccc_tax_script,2,2,0:00:11,11,,0,22
2014-12-25-ccc_311_calgary_combined,2014/12/25,ccc_311_calgary_combined,294,290,0:00:07,7,,4,2030
2014-12-25-ccc_help_script,2014/12/25,ccc_help_script,1,1,0:00:03,3,,0,3
2014-12-25-ccc_priority_script,2014/12/25,ccc_priority_script,14,14,0:00:10,10,,0,140
2014-12-26-ccc_311_calgary_combined,2014/12/26,ccc_311_calgary_combined,797,786,0:00:08,8,,11,6288
2014-12-26-ccc_priority_script,2014/12/26,ccc_priority_script,10,10,0:00:06,6,,0,60
2014-12-27-ccc_311_calgary_combined,2014/12/27,ccc_311_calgary_combined,965,948,0:00:10,10,,17,9480
2014-12-27-ccc_help_script,2014/12/27,ccc_help_script,1,1,0:00:05,5,,0,5
2014-12-27-ccc_priority_script,2014/12/27,ccc_priority_script,13,13,0:00:07,7,,0,91
2014-12-27-ccc_tax_script,2014/12/27,ccc_tax_script,1,1,0:00:04,4,,0,4
2014-12-28-ccc_311_calgary_combined,2014/12/28,ccc_311_calgary_combined,658,655,0:00:07,7,,3,4585
2014-12-28-ccc_help_script,2014/12/28,ccc_help_script,2,2,0:00:07,7,,0,14
2014-12-28-ccc_priority_script,2014/12/28,ccc_priority_script,11,11,0:00:06,6,,0,66
2014-12-29-ccc_311_calgary_combined,2014/12/29,ccc_311_calgary_combined,2550,2480,0:00:22,22,,70,54560
2014-12-29-ccc_help_script,2014/12/29,ccc_help_script,3,3,0:00:06,6,,0,18
2014-12-29-ccc_priority_script,2014/12/29,ccc_priority_script,44,44,0:00:06,6,,0,264
2014-12-29-ccc_tax_script,2014/12/29,ccc_tax_script,1,1,0:00:03,3,,0,3
2014-12-30-ccc_311_calgary_combined,2014/12/30,ccc_311_calgary_combined,2541,2378,0:00:56,56,,163,133168
2014-12-30-ccc_help_script,2014/12/30,ccc_help_script,6,6,0:00:09,9,,0,54
2014-12-30-ccc_priority_script,2014/12/30,ccc_priority_script,23,22,0:00:11,11,,1,242
2014-12-31-ccc_311_calgary_combined,2014/12/31,ccc_311_calgary_combined,2034,2005,0:00:11,11,,29,22055
2014-12-31-ccc_help_script,2014/12/31,ccc_help_script,4,4,0:00:11,11,,0,44
2014-12-31-ccc_priority_script,2014/12/31,ccc_priority_script,20,20,0:00:07,7,,0,140
2015-01-01-ccc_311_calgary_combined,2015/01/01,ccc_311_calgary_combined,672,669,0:00:07,7,,3,4683
2015-01-01-ccc_priority_script,2015/01/01,ccc_priority_script,11,11,0:00:06,6,,0,66
2015-01-02-ccc_311_calgary_combined,2015/01/02,ccc_311_calgary_combined,2194,2153,0:00:12,12,,41,25836
2015-01-02-ccc_help_script,2015/01/02,ccc_help_script,3,3,0:00:06,6,,0,18
2015-01-02-ccc_priority_script,2015/01/02,ccc_priority_script,26,26,0:00:14,14,,0,364
2015-01-02-ccc_tax_script,2015/01/02,ccc_tax_script,11,11,0:00:06,6,,0,66
2015-01-03-ccc_311_calgary_combined,2015/01/03,ccc_311_calgary_combined,963,947,0:00:10,10,,16,9470
2015-01-03-ccc_help_script,2015/01/03,ccc_help_script,1,1,0:00:11,11,,0,11
2015-01-03-ccc_priority_script,2015/01/03,ccc_priority_script,48,47,0:00:07,7,,1,329
2015-01-04-ccc_311_calgary_combined,2015/01/04,ccc_311_calgary_combined,851,839,0:00:09,9,,12,7551
2015-01-04-ccc_priority_script,2015/01/04,ccc_priority_script,27,27,0:00:08,8,,0,216
2015-01-05-ccc_311_calgary_combined,2015/01/05,ccc_311_calgary_combined,3233,3157,0:00:17,17,,76,53669
2015-01-05-ccc_help_script,2015/01/05,ccc_help_script,7,7,0:00:13,13,,0,91
2015-01-05-ccc_priority_script,2015/01/05,ccc_priority_script,24,24,0:00:10,10,,0,240
2015-01-05-ccc_tax_script,2015/01/05,ccc_tax_script,20,18,0:00:16,16,,2,288
2015-01-06-ccc_311_calgary_combined,2015/01/06,ccc_311_calgary_combined,3378,3052,0:01:12,72,,326,219744
2015-01-06-ccc_help_script,2015/01/06,ccc_help_script,6,5,0:00:07,7,,1,35
2015-01-06-ccc_priority_script,2015/01/06,ccc_priority_script,33,32,0:00:11,11,,1,352
2015-01-06-ccc_tax_script,2015/01/06,ccc_tax_script,19,19,0:01:06,66,,0,1254
2015-01-07-ccc_311_calgary_combined,2015/01/07,ccc_311_calgary_combined,3954,3190,0:02:47,167,,764,532730
2015-01-07-ccc_help_script,2015/01/07,ccc_help_script,6,6,0:00:10,10,,0,60
2015-01-07-ccc_priority_script,2015/01/07,ccc_priority_script,45,45,0:00:15,15,,0,675
2015-01-07-ccc_tax_script,2015/01/07,ccc_tax_script,15,15,0:02:59,179,,0,2685
2015-01-08-ccc_311_calgary_combined,2015/01/08,ccc_311_calgary_combined,3455,2861,0:02:38,158,,594,452038
2015-01-08-ccc_help_script,2015/01/08,ccc_help_script,5,3,0:00:06,6,,2,18
2015-01-08-ccc_priority_script,2015/01/08,ccc_priority_script,34,28,0:00:16,16,,6,448
2015-01-08-ccc_tax_script,2015/01/08,ccc_tax_script,19,16,0:02:05,125,,3,2000
2015-01-09-ccc_311_calgary_combined,2015/01/09,ccc_311_calgary_combined,3110,2792,0:01:22,82,,318,228944
2015-01-09-ccc_help_script,2015/01/09,ccc_help_script,3,2,0:00:09,9,,1,18
2015-01-09-ccc_priority_script,2015/01/09,ccc_priority_script,22,22,0:00:15,15,,0,330
2015-01-09-ccc_tax_script,2015/01/09,ccc_tax_script,21,19,0:02:17,137,,2,2603
2015-01-10-ccc_311_calgary_combined,2015/01/10,ccc_311_calgary_combined,1059,1052,0:00:07,7,,7,7364
2015-01-10-ccc_help_script,2015/01/10,ccc_help_script,1,1,0:00:05,5,,0,5
2015-01-10-ccc_priority_script,2015/01/10,ccc_priority_script,24,22,0:00:10,10,,2,220
2015-01-11-ccc_311_calgary_combined,2015/01/11,ccc_311_calgary_combined,791,782,0:00:10,10,,9,7820
2015-01-11-ccc_priority_script,2015/01/11,ccc_priority_script,27,26,0:00:07,7,,1,182
2015-01-11-ccc_tax_script,2015/01/11,ccc_tax_script,1,1,0:00:04,4,,0,4
2015-01-12-ccc_311_calgary_combined,2015/01/12,ccc_311_calgary_combined,3318,3239,0:00:21,21,,79,68019
2015-01-12-ccc_help_script,2015/01/12,ccc_help_script,3,3,0:00:05,5,,0,15
2015-01-12-ccc_priority_script,2015/01/12,ccc_priority_script,29,29,0:00:12,12,,0,348
2015-01-12-ccc_tax_script,2015/01/12,ccc_tax_script,21,21,0:00:21,21,,0,441
2015-01-13-ccc_311_calgary_combined,2015/01/13,ccc_311_calgary_combined,3178,2928,0:01:11,71,,250,207888
2015-01-13-ccc_help_script,2015/01/13,ccc_help_script,5,5,0:00:08,8,,0,40
2015-01-13-ccc_priority_script,2015/01/13,ccc_priority_script,21,20,0:00:17,17,,1,340
2015-01-13-ccc_tax_script,2015/01/13,ccc_tax_script,21,18,0:01:39,99,,3,1782
2015-01-14-ccc_311_calgary_combined,2015/01/14,ccc_311_calgary_combined,3184,2774,0:01:49,109,,410,302366
2015-01-14-ccc_help_script,2015/01/14,ccc_help_script,1,1,0:00:08,8,,0,8
2015-01-14-ccc_priority_script,2015/01/14,ccc_priority_script,24,23,0:00:13,13,,1,299
2015-01-14-ccc_tax_script,2015/01/14,ccc_tax_script,20,15,0:01:40,100,,5,1500
2015-01-15-ccc_311_calgary_combined,2015/01/15,ccc_311_calgary_combined,3216,2832,0:01:50,110,,384,311520
2015-01-15-ccc_help_script,2015/01/15,ccc_help_script,4,4,0:00:09,9,,0,36
2015-01-15-ccc_priority_script,2015/01/15,ccc_priority_script,28,26,0:00:14,14,,2,364
2015-01-15-ccc_tax_script,2015/01/15,ccc_tax_script,14,13,0:01:57,117,,1,1521
2015-01-16-ccc_311_calgary_combined,2015/01/16,ccc_311_calgary_combined,3235,2484,0:04:05,245,,751,608580
2015-01-16-ccc_help_script,2015/01/16,ccc_help_script,4,3,0:00:13,13,,1,39
2015-01-16-ccc_priority_script,2015/01/16,ccc_priority_script,25,25,0:00:15,15,,0,375
2015-01-16-ccc_tax_script,2015/01/16,ccc_tax_script,21,19,0:05:24,324,,2,6156
2015-01-17-ccc_311_calgary_combined,2015/01/17,ccc_311_calgary_combined,1263,1213,0:00:29,29,,50,35177
2015-01-17-ccc_priority_script,2015/01/17,ccc_priority_script,16,16,0:00:09,9,,0,144
2015-01-18-ccc_311_calgary_combined,2015/01/18,ccc_311_calgary_combined,913,889,0:00:16,16,,24,14224
2015-01-18-ccc_priority_script,2015/01/18,ccc_priority_script,14,12,0:00:12,12,,2,144
2015-01-18-ccc_tax_script,2015/01/18,ccc_tax_script,1,1,0:00:07,7,,0,7
2015-01-19-ccc_311_calgary_combined,2015/01/19,ccc_311_calgary_combined,3353,3297,0:00:18,18,,56,59346
2015-01-19-ccc_help_script,2015/01/19,ccc_help_script,4,4,0:00:04,4,,0,16
2015-01-19-ccc_priority_script,2015/01/19,ccc_priority_script,15,14,0:00:10,10,,1,140
2015-01-19-ccc_tax_script,2015/01/19,ccc_tax_script,17,16,0:00:30,30,,1,480
