id,Date,APPLICATION,OFFERED,ANSWERED,AVG ANS DELAY,AVG ANS DELAY SECONDS,MAX ANS DELAY,ABANDONED,DelayCallsProduct
20140320-ccc_priority_script,2014/03/20,ccc_priority_script,63,61,0:00:07,7,,2,427
20140320-ccc_tax_script,2014/03/20,ccc_tax_script,23,19,0:00:08,8,,4,152
20140321-ccc_311_calgary_combined,2014/03/21,ccc_311_calgary_combined,2806,2747,0:00:14,14,,59,38458
20140321-ccc_priority_script,2014/03/21,ccc_priority_script,39,37,0:00:07,7,,2,259
20140321-ccc_tax_script,2014/03/21,ccc_tax_script,21,20,0:00:09,9,,1,180
20140322-ccc_311_calgary_combined,2014/03/22,ccc_311_calgary_combined,945,927,0:00:09,9,,18,8343
20140322-ccc_priority_script,2014/03/22,ccc_priority_script,17,16,0:00:06,6,,1,96
20140322-ccc_tax_script,2014/03/22,ccc_tax_script,3,3,0:00:03,3,,0,9
20140323-ccc_311_calgary_combined,2014/03/23,ccc_311_calgary_combined,757,751,0:00:07,7,,6,5257
20140323-ccc_priority_script,2014/03/23,ccc_priority_script,12,12,0:00:15,15,,0,180
20140324-ccc_311_calgary_combined,2014/03/24,ccc_311_calgary_combined,3306,3132,0:00:38,38,,174,119016
20140324-ccc_priority_script,2014/03/24,ccc_priority_script,15,15,0:00:07,7,,0,105
20140324-ccc_tax_script,2014/03/24,ccc_tax_script,27,24,0:00:44,44,,3,1056
20140325-ccc_311_calgary_combined,2014/03/25,ccc_311_calgary_combined,2955,2835,0:00:28,28,,120,79380
20140325-ccc_priority_script,2014/03/25,ccc_priority_script,22,21,0:00:07,7,,1,147
20140325-ccc_tax_script,2014/03/25,ccc_tax_script,19,18,0:00:23,23,,1,414
20140326-ccc_311_calgary_combined,2014/03/26,ccc_311_calgary_combined,2922,2859,0:00:10,10,,63,28590
20140326-ccc_priority_script,2014/03/26,ccc_priority_script,43,42,0:00:06,6,,1,252
20140326-ccc_tax_script,2014/03/26,ccc_tax_script,23,23,0:00:09,9,,0,207
20140327-ccc_311_calgary_combined,2014/03/27,ccc_311_calgary_combined,2863,2833,0:00:08,8,,30,22664
20140327-ccc_priority_script,2014/03/27,ccc_priority_script,16,16,0:00:07,7,,0,112
20140327-ccc_tax_script,2014/03/27,ccc_tax_script,20,20,0:00:10,10,,0,200
20140328-ccc_311_calgary_combined,2014/03/28,ccc_311_calgary_combined,2752,2698,0:00:12,12,,54,32376
20140328-ccc_priority_script,2014/03/28,ccc_priority_script,19,19,0:00:17,17,,0,323
20140328-ccc_tax_script,2014/03/28,ccc_tax_script,25,24,0:00:17,17,,1,408
20140329-ccc_311_calgary_combined,2014/03/29,ccc_311_calgary_combined,1116,1082,0:00:12,12,,34,12984
20140329-ccc_priority_script,2014/03/29,ccc_priority_script,28,28,0:00:08,8,,0,224
20140329-ccc_tax_script,2014/03/29,ccc_tax_script,3,3,0:00:06,6,,0,18
20140330-ccc_311_calgary_combined,2014/03/30,ccc_311_calgary_combined,806,788,0:00:09,9,,18,7092
20140330-ccc_priority_script,2014/03/30,ccc_priority_script,15,14,0:00:14,14,,1,196
20140331-ccc_311_calgary_combined,2014/03/31,ccc_311_calgary_combined,3242,3182,0:00:11,11,,60,35002
20140331-ccc_priority_script,2014/03/31,ccc_priority_script,22,21,0:00:09,9,,1,189
20140331-ccc_tax_script,2014/03/31,ccc_tax_script,21,21,0:00:07,7,,0,147
20140401-ccc_311_calgary_combined,2014/04/01,ccc_311_calgary_combined,3540,3268,0:00:51,51,,272,166668
20140401-ccc_priority_script,2014/04/01,ccc_priority_script,28,28,0:00:13,13,,0,364
20140401-ccc_tax_script,2014/04/01,ccc_tax_script,29,26,0:00:28,28,,3,728
20140402-ccc_311_calgary_combined,2014/04/02,ccc_311_calgary_combined,3388,3268,0:00:16,16,,120,52288
20140402-ccc_priority_script,2014/04/02,ccc_priority_script,23,21,0:00:06,6,,2,126
20140402-ccc_tax_script,2014/04/02,ccc_tax_script,22,22,0:00:14,14,,0,308
20140403-ccc_311_calgary_combined,2014/04/03,ccc_311_calgary_combined,3072,3005,0:00:11,11,,67,33055
20140403-ccc_priority_script,2014/04/03,ccc_priority_script,26,24,0:00:06,6,,2,144
20140403-ccc_tax_script,2014/04/03,ccc_tax_script,24,23,0:00:05,5,,1,115
20140404-ccc_311_calgary_combined,2014/04/04,ccc_311_calgary_combined,3276,3105,0:00:40,40,,171,124200
20140404-ccc_priority_script,2014/04/04,ccc_priority_script,26,25,0:00:15,15,,1,375
20140404-ccc_tax_script,2014/04/04,ccc_tax_script,15,14,0:00:39,39,,1,546
20140405-ccc_311_calgary_combined,2014/04/05,ccc_311_calgary_combined,1440,1391,0:00:16,16,,49,22256
20140405-ccc_priority_script,2014/04/05,ccc_priority_script,16,16,0:00:07,7,,0,112
20140405-ccc_tax_script,2014/04/05,ccc_tax_script,3,3,0:00:04,4,,0,12
20140406-ccc_311_calgary_combined,2014/04/06,ccc_311_calgary_combined,1211,1196,0:00:08,8,,15,9568
20140406-ccc_priority_script,2014/04/06,ccc_priority_script,13,13,0:00:05,5,,0,65
20140407-ccc_311_calgary_combined,2014/04/07,ccc_311_calgary_combined,4566,3225,0:04:41,281,,1341,906225
20140407-ccc_priority_script,2014/04/07,ccc_priority_script,36,32,0:00:15,15,,4,480
20140407-ccc_tax_script,2014/04/07,ccc_tax_script,20,14,0:05:14,314,,6,4396
20140408-ccc_311_calgary_combined,2014/04/08,ccc_311_calgary_combined,4126,3748,0:01:16,76,,378,284848
20140408-ccc_priority_script,2014/04/08,ccc_priority_script,34,34,0:00:12,12,,0,408
20140408-ccc_tax_script,2014/04/08,ccc_tax_script,15,14,0:01:44,104,,1,1456
20140409-ccc_311_calgary_combined,2014/04/09,ccc_311_calgary_combined,3925,3625,0:01:02,62,,300,224750
20140409-ccc_priority_script,2014/04/09,ccc_priority_script,34,34,0:00:12,12,,0,408
20140409-ccc_tax_script,2014/04/09,ccc_tax_script,17,15,0:00:40,40,,2,600
20140410-ccc_311_calgary_combined,2014/04/10,ccc_311_calgary_combined,3731,3425,0:01:15,75,,306,256875
20140410-ccc_priority_script,2014/04/10,ccc_priority_script,29,29,0:00:20,20,,0,580
20140410-ccc_tax_script,2014/04/10,ccc_tax_script,19,17,0:01:20,80,,2,1360
20140411-ccc_311_calgary_combined,2014/04/11,ccc_311_calgary_combined,3562,3265,0:01:06,66,,297,215490
20140411-ccc_priority_script,2014/04/11,ccc_priority_script,25,23,0:00:17,17,,2,391
20140411-ccc_tax_script,2014/04/11,ccc_tax_script,17,15,0:00:54,54,,2,810
20140412-ccc_311_calgary_combined,2014/04/12,ccc_311_calgary_combined,1537,1430,0:00:37,37,,107,52910
20140412-ccc_priority_script,2014/04/12,ccc_priority_script,26,24,0:00:07,7,,2,168
20140412-ccc_tax_script,2014/04/12,ccc_tax_script,1,1,0:00:07,7,,0,7
20140413-ccc_311_calgary_combined,2014/04/13,ccc_311_calgary_combined,1263,1175,0:00:34,34,,88,39950
20140413-ccc_priority_script,2014/04/13,ccc_priority_script,24,23,0:00:14,14,,1,322
20140414-ccc_311_calgary_combined,2014/04/14,ccc_311_calgary_combined,4238,3836,0:01:06,66,,402,253176
20140414-ccc_priority_script,2014/04/14,ccc_priority_script,18,17,0:00:17,17,,1,289
20140414-ccc_tax_script,2014/04/14,ccc_tax_script,22,18,0:00:54,54,,4,972
20140415-ccc_311_calgary_combined,2014/04/15,ccc_311_calgary_combined,3999,3394,0:01:57,117,,605,397098
20140415-ccc_priority_script,2014/04/15,ccc_priority_script,48,47,0:00:11,11,,1,517
20140415-ccc_tax_script,2014/04/15,ccc_tax_script,15,14,0:03:47,227,,1,3178
20140416-ccc_311_calgary_combined,2014/04/16,ccc_311_calgary_combined,3326,3169,0:00:38,38,,157,120422
20140416-ccc_priority_script,2014/04/16,ccc_priority_script,43,39,0:00:09,9,,4,351
20140416-ccc_tax_script,2014/04/16,ccc_tax_script,17,16,0:00:30,30,,1,480
20140417-ccc_311_calgary_combined,2014/04/17,ccc_311_calgary_combined,3691,3567,0:00:17,17,,124,60639
20140417-ccc_priority_script,2014/04/17,ccc_priority_script,30,29,0:00:08,8,,1,232
20140417-ccc_tax_script,2014/04/17,ccc_tax_script,14,13,0:00:12,12,,1,156
20140418-ccc_311_calgary_combined,2014/04/18,ccc_311_calgary_combined,1507,1484,0:00:09,9,,23,13356
20140418-ccc_priority_script,2014/04/18,ccc_priority_script,18,18,0:00:11,11,,0,198
20140418-ccc_tax_script,2014/04/18,ccc_tax_script,1,1,0:00:03,3,,0,3
20140419-ccc_311_calgary_combined,2014/04/19,ccc_311_calgary_combined,1375,1312,0:00:22,22,,63,28864
20140419-ccc_priority_script,2014/04/19,ccc_priority_script,20,19,0:00:13,13,,1,247
20140419-ccc_tax_script,2014/04/19,ccc_tax_script,1,1,0:00:03,3,,0,3
20140420-ccc_311_calgary_combined,2014/04/20,ccc_311_calgary_combined,1023,996,0:00:13,13,,27,12948
20140420-ccc_priority_script,2014/04/20,ccc_priority_script,24,22,0:00:05,5,,2,110
20140420-ccc_tax_script,2014/04/20,ccc_tax_script,1,1,0:00:11,11,,0,11
20140421-ccc_311_calgary_combined,2014/04/21,ccc_311_calgary_combined,3911,3451,0:01:25,85,,460,293335
20140421-ccc_priority_script,2014/04/21,ccc_priority_script,29,28,0:00:18,18,,1,504
20140421-ccc_tax_script,2014/04/21,ccc_tax_script,11,8,0:00:35,35,,3,280
20140422-ccc_311_calgary_combined,2014/04/22,ccc_311_calgary_combined,4408,3670,0:02:21,141,,738,517470
20140422-ccc_priority_script,2014/04/22,ccc_priority_script,41,39,0:00:11,11,,2,429
20140422-ccc_tax_script,2014/04/22,ccc_tax_script,20,16,0:02:49,169,,4,2704
20140423-ccc_311_calgary_combined,2014/04/23,ccc_311_calgary_combined,4328,3835,0:01:43,103,,493,395005
20140423-ccc_priority_script,2014/04/23,ccc_priority_script,37,35,0:00:16,16,,2,560
20140423-ccc_tax_script,2014/04/23,ccc_tax_script,14,11,0:02:03,123,,3,1353
20140424-ccc_311_calgary_combined,2014/04/24,ccc_311_calgary_combined,4098,3693,0:01:19,79,,405,291747
20140424-ccc_priority_script,2014/04/24,ccc_priority_script,36,35,0:00:09,9,,1,315
20140424-ccc_tax_script,2014/04/24,ccc_tax_script,18,15,0:01:46,106,,3,1590
20140425-ccc_311_calgary_combined,2014/04/25,ccc_311_calgary_combined,3686,3526,0:00:31,31,,160,109306
20140425-ccc_priority_script,2014/04/25,ccc_priority_script,28,24,0:00:15,15,,4,360
20140425-ccc_tax_script,2014/04/25,ccc_tax_script,15,14,0:00:08,8,,1,112
20140426-ccc_311_calgary_combined,2014/04/26,ccc_311_calgary_combined,1435,1380,0:00:17,17,,55,23460
20140426-ccc_priority_script,2014/04/26,ccc_priority_script,25,25,0:00:12,12,,0,300
20140426-ccc_tax_script,2014/04/26,ccc_tax_script,2,2,0:00:45,45,,0,90
20140427-ccc_311_calgary_combined,2014/04/27,ccc_311_calgary_combined,1350,1301,0:00:20,20,,49,26020
20140427-ccc_priority_script,2014/04/27,ccc_priority_script,20,20,0:00:11,11,,0,220
20140428-ccc_311_calgary_combined,2014/04/28,ccc_311_calgary_combined,4515,4155,0:00:56,56,,360,232680
20140428-ccc_priority_script,2014/04/28,ccc_priority_script,24,24,0:00:08,8,,0,192
20140428-ccc_tax_script,2014/04/28,ccc_tax_script,14,13,0:00:53,53,,1,689
20140429-ccc_311_calgary_combined,2014/04/29,ccc_311_calgary_combined,4480,3783,0:02:17,137,,697,518271
20140429-ccc_priority_script,2014/04/29,ccc_priority_script,39,34,0:00:11,11,,5,374
20140429-ccc_tax_script,2014/04/29,ccc_tax_script,24,19,0:03:53,233,,5,4427
20140430-ccc_311_calgary_combined,2014/04/30,ccc_311_calgary_combined,4619,3916,0:02:02,122,,703,477752
20140430-ccc_priority_script,2014/04/30,ccc_priority_script,36,35,0:00:11,11,,1,385
20140430-ccc_tax_script,2014/04/30,ccc_tax_script,23,19,0:01:14,74,,4,1406
20140501-ccc_311_calgary_combined,2014/05/01,ccc_311_calgary_combined,4273,3966,0:00:48,48,,307,190368
20140501-ccc_priority_script,2014/05/01,ccc_priority_script,42,39,0:00:11,11,,3,429
20140501-ccc_tax_script,2014/05/01,ccc_tax_script,19,16,0:00:44,44,,3,704
20140502-ccc_311_calgary_combined,2014/05/02,ccc_311_calgary_combined,3903,3785,0:00:20,20,,118,75700
20140502-ccc_priority_script,2014/05/02,ccc_priority_script,53,52,0:00:10,10,,1,520
20140502-ccc_tax_script,2014/05/02,ccc_tax_script,19,19,0:00:07,7,,0,133
20140503-ccc_311_calgary_combined,2014/05/03,ccc_311_calgary_combined,1455,1415,0:00:19,19,,40,26885
20140503-ccc_priority_script,2014/05/03,ccc_priority_script,29,28,0:00:10,10,,1,280
20140503-ccc_tax_script,2014/05/03,ccc_tax_script,2,2,0:00:15,15,,0,30
20140504-ccc_311_calgary_combined,2014/05/04,ccc_311_calgary_combined,1086,1056,0:00:18,18,,30,19008
20140504-ccc_priority_script,2014/05/04,ccc_priority_script,22,22,0:00:16,16,,0,352
20140504-ccc_tax_script,2014/05/04,ccc_tax_script,1,1,0:00:03,3,,0,3
20140505-ccc_311_calgary_combined,2014/05/05,ccc_311_calgary_combined,4087,3876,0:00:39,39,,211,151164
20140505-ccc_priority_script,2014/05/05,ccc_priority_script,27,26,0:00:11,11,,1,286
20140505-ccc_tax_script,2014/05/05,ccc_tax_script,18,16,0:01:03,63,,2,1008
20140506-ccc_311_calgary_combined,2014/05/06,ccc_311_calgary_combined,4067,3910,0:01:17,77,,157,301070
20140506-ccc_priority_script,2014/05/06,ccc_priority_script,37,37,0:00:09,9,,0,333
20140506-ccc_tax_script,2014/05/06,ccc_tax_script,17,15,0:00:27,27,,2,405
20140507-ccc_311_calgary_combined,2014/05/07,ccc_311_calgary_combined,4201,3992,0:00:34,34,,209,135728
20140507-ccc_priority_script,2014/05/07,ccc_priority_script,34,34,0:00:09,9,,0,306
20140507-ccc_tax_script,2014/05/07,ccc_tax_script,21,21,0:00:24,24,,0,504
20140508-ccc_311_calgary_combined,2014/05/08,ccc_311_calgary_combined,3937,3678,0:00:45,45,,259,165510
20140508-ccc_priority_script,2014/05/08,ccc_priority_script,27,22,0:00:09,9,,5,198
20140508-ccc_tax_script,2014/05/08,ccc_tax_script,20,19,0:00:44,44,,1,836
20140509-ccc_311_calgary_combined,2014/05/09,ccc_311_calgary_combined,3536,3323,0:00:42,42,,213,139566
20140509-ccc_priority_script,2014/05/09,ccc_priority_script,40,40,0:00:06,6,,0,240
20140509-ccc_tax_script,2014/05/09,ccc_tax_script,20,16,0:00:57,57,,4,912
20140510-ccc_311_calgary_combined,2014/05/10,ccc_311_calgary_combined,1505,1449,0:00:31,31,,56,44919
20140510-ccc_priority_script,2014/05/10,ccc_priority_script,18,18,0:00:07,7,,0,126
20140510-ccc_tax_script,2014/05/10,ccc_tax_script,1,1,0:00:28,28,,0,28
20140511-ccc_311_calgary_combined,2014/05/11,ccc_311_calgary_combined,1155,1114,0:00:16,16,,41,17824
20140511-ccc_priority_script,2014/05/11,ccc_priority_script,27,26,0:00:10,10,,1,260
20140511-ccc_tax_script,2014/05/11,ccc_tax_script,1,0,0:00:00,0,,1,0
20140512-ccc_311_calgary_combined,2014/05/12,ccc_311_calgary_combined,4715,4012,0:02:24,144,,703,577728
20140512-ccc_priority_script,2014/05/12,ccc_priority_script,30,27,0:00:13,13,,3,351
20140512-ccc_tax_script,2014/05/12,ccc_tax_script,23,21,0:02:21,141,,2,2961
20140513-ccc_311_calgary_combined,2014/05/13,ccc_311_calgary_combined,4380,4019,0:01:06,66,,361,265254
20140513-ccc_priority_script,2014/05/13,ccc_priority_script,30,30,0:00:09,9,,0,270
20140513-ccc_tax_script,2014/05/13,ccc_tax_script,28,24,0:01:26,86,,4,2064
20140514-ccc_311_calgary_combined,2014/05/14,ccc_311_calgary_combined,4234,3909,0:00:59,59,,325,230631
20140514-ccc_priority_script,2014/05/14,ccc_priority_script,26,24,0:00:14,14,,2,336
20140514-ccc_tax_script,2014/05/14,ccc_tax_script,23,20,0:00:35,35,,3,700
20140515-ccc_311_calgary_combined,2014/05/15,ccc_311_calgary_combined,3888,3576,0:02:10,130,,312,464880
20140515-ccc_priority_script,2014/05/15,ccc_priority_script,35,32,0:00:11,11,,3,352
20140515-ccc_tax_script,2014/05/15,ccc_tax_script,12,11,0:01:53,113,,1,1243
20140516-ccc_311_calgary_combined,2014/05/16,ccc_311_calgary_combined,3624,3393,0:00:52,52,,231,176436
20140516-ccc_priority_script,2014/05/16,ccc_priority_script,39,37,0:00:11,11,,2,407
20140516-ccc_tax_script,2014/05/16,ccc_tax_script,17,17,0:01:17,77,,0,1309
20140517-ccc_311_calgary_combined,2014/05/17,ccc_311_calgary_combined,1399,1352,0:00:15,15,,47,20280
20140517-ccc_priority_script,2014/05/17,ccc_priority_script,23,22,0:00:10,10,,1,220
20140518-ccc_311_calgary_combined,2014/05/18,ccc_311_calgary_combined,1166,1152,0:00:09,9,,14,10368
20140518-ccc_priority_script,2014/05/18,ccc_priority_script,25,23,0:00:13,13,,2,299
20140519-ccc_311_calgary_combined,2014/05/19,ccc_311_calgary_combined,1440,1412,0:00:13,13,,28,18356
20140519-ccc_priority_script,2014/05/19,ccc_priority_script,25,23,0:00:06,6,,2,138
20140519-ccc_tax_script,2014/05/19,ccc_tax_script,1,1,0:00:03,3,,0,3
20140520-ccc_311_calgary_combined,2014/05/20,ccc_311_calgary_combined,5260,4514,0:01:56,116,,746,523624
20140520-ccc_priority_script,2014/05/20,ccc_priority_script,52,51,0:00:18,18,,1,918
20140520-ccc_tax_script,2014/05/20,ccc_tax_script,18,16,0:02:12,132,,2,2112
20140521-ccc_311_calgary_combined,2014/05/21,ccc_311_calgary_combined,4650,3984,0:01:53,113,,666,450192
20140521-ccc_priority_script,2014/05/21,ccc_priority_script,38,36,0:00:14,14,,2,504
20140521-ccc_tax_script,2014/05/21,ccc_tax_script,23,19,0:00:38,38,,4,722
20140522-ccc_311_calgary_combined,2014/05/22,ccc_311_calgary_combined,4651,4016,0:01:58,118,,635,473888
20140522-ccc_priority_script,2014/05/22,ccc_priority_script,42,41,0:00:17,17,,1,697
20140522-ccc_tax_script,2014/05/22,ccc_tax_script,25,22,0:01:58,118,,3,2596
20140523-ccc_311_calgary_combined,2014/05/23,ccc_311_calgary_combined,4395,3907,0:01:32,92,,488,359444
20140523-ccc_priority_script,2014/05/23,ccc_priority_script,48,46,0:00:12,12,,2,552
20140523-ccc_tax_script,2014/05/23,ccc_tax_script,11,9,0:01:29,89,,2,801
20140524-ccc_311_calgary_combined,2014/05/24,ccc_311_calgary_combined,1841,1626,0:01:17,77,,215,125202
20140524-ccc_priority_script,2014/05/24,ccc_priority_script,38,37,0:00:17,17,,1,629
20140524-ccc_tax_script,2014/05/24,ccc_tax_script,1,1,0:00:07,7,,0,7
20140525-ccc_311_calgary_combined,2014/05/25,ccc_311_calgary_combined,1418,1342,0:00:28,28,,76,37576
20140525-ccc_priority_script,2014/05/25,ccc_priority_script,14,14,0:00:05,5,,0,70
20140526-ccc_311_calgary_combined,2014/05/26,ccc_311_calgary_combined,6199,4011,0:05:53,353,,2188,1415883
20140526-ccc_priority_script,2014/05/26,ccc_priority_script,26,25,0:00:25,25,,1,625
20140526-ccc_tax_script,2014/05/26,ccc_tax_script,20,13,0:08:23,503,,7,6539
20140527-ccc_311_calgary_combined,2014/05/27,ccc_311_calgary_combined,6306,4523,0:04:58,298,,1783,1347854
20140527-ccc_priority_script,2014/05/27,ccc_priority_script,41,40,0:00:15,15,,1,600
20140527-ccc_tax_script,2014/05/27,ccc_tax_script,15,12,0:05:45,345,,3,4140
20140528-ccc_311_calgary_combined,2014/05/28,ccc_311_calgary_combined,5379,3589,0:06:44,404,,1790,1449956
20140528-ccc_priority_script,2014/05/28,ccc_priority_script,28,28,0:00:19,19,,0,532
20140528-ccc_tax_script,2014/05/28,ccc_tax_script,18,12,0:08:08,488,,6,5856
20140529-ccc_311_calgary_combined,2014/05/29,ccc_311_calgary_combined,5019,4050,0:03:10,190,,969,769500
20140529-ccc_priority_script,2014/05/29,ccc_priority_script,35,33,0:00:16,16,,2,528
20140529-ccc_tax_script,2014/05/29,ccc_tax_script,10,6,0:02:47,167,,4,1002
20140530-ccc_311_calgary_combined,2014/05/30,ccc_311_calgary_combined,4769,3635,0:04:16,256,,1134,930560
20140530-ccc_priority_script,2014/05/30,ccc_priority_script,60,54,0:00:25,25,,6,1350
20140530-ccc_tax_script,2014/05/30,ccc_tax_script,23,14,0:05:23,323,,9,4522
20140531-ccc_311_calgary_combined,2014/05/31,ccc_311_calgary_combined,1901,1691,0:01:09,69,,210,116679
20140531-ccc_priority_script,2014/05/31,ccc_priority_script,27,25,0:00:14,14,,2,350
20140531-ccc_tax_script,2014/05/31,ccc_tax_script,1,1,0:00:04,4,,0,4
20140601-ccc_311_calgary_combined,2014/06/01,ccc_311_calgary_combined,1649,1304,0:02:33,153,,345,199512
20140601-ccc_priority_script,2014/06/01,ccc_priority_script,32,30,0:00:29,29,,2,870
20140601-ccc_tax_script,2014/06/01,ccc_tax_script,2,1,0:07:42,462,,1,462
20140602-ccc_311_calgary_combined,2014/06/02,ccc_311_calgary_combined,6166,3990,0:07:51,471,,2176,1879290
20140602-ccc_priority_script,2014/06/02,ccc_priority_script,41,40,0:00:25,25,,1,1000
20140602-ccc_tax_script,2014/06/02,ccc_tax_script,17,8,0:10:16,616,,9,4928
20140603-ccc_311_calgary_combined,2014/06/03,ccc_311_calgary_combined,5844,3823,0:06:43,403,,2021,1540669
20140603-ccc_help_script,2014/06/03,ccc_help_script,1,1,0:00:37,37,,0,37
20140603-ccc_priority_script,2014/06/03,ccc_priority_script,42,41,0:00:18,18,,1,738
20140603-ccc_tax_script,2014/06/03,ccc_tax_script,32,14,0:06:18,378,,18,5292
20140604-ccc_311_calgary_combined,2014/06/04,ccc_311_calgary_combined,5643,4130,0:04:27,267,,1513,1102710
20140604-ccc_help_script,2014/06/04,ccc_help_script,2,2,0:00:09,9,,0,18
20140604-ccc_priority_script,2014/06/04,ccc_priority_script,50,49,0:00:15,15,,1,735
20140604-ccc_tax_script,2014/06/04,ccc_tax_script,23,13,0:07:23,443,,10,5759
20140605-ccc_311_calgary_combined,2014/06/05,ccc_311_calgary_combined,4714,4043,0:02:10,130,,671,525590
20140605-ccc_help_script,2014/06/05,ccc_help_script,3,3,0:00:22,22,,0,66
20140605-ccc_priority_script,2014/06/05,ccc_priority_script,25,25,0:00:24,24,,0,600
20140606-ccc_311_calgary_combined,2014/06/06,ccc_311_calgary_combined,4378,4029,0:01:21,81,,349,326349
20140606-ccc_help_script,2014/06/06,ccc_help_script,1,1,0:00:04,4,,0,4
20140606-ccc_priority_script,2014/06/06,ccc_priority_script,37,35,0:00:08,8,,2,280
20140607-ccc_311_calgary_combined,2014/06/07,ccc_311_calgary_combined,1643,1602,0:00:20,20,,41,32040
20140607-ccc_priority_script,2014/06/07,ccc_priority_script,24,22,0:00:10,10,,2,220
20140608-ccc_311_calgary_combined,2014/06/08,ccc_311_calgary_combined,1471,1424,0:00:17,17,,47,24208
20140608-ccc_priority_script,2014/06/08,ccc_priority_script,36,34,0:00:09,9,,2,306
20140609-ccc_311_calgary_combined,2014/06/09,ccc_311_calgary_combined,5554,4183,0:04:48,288,,1371,1204704
20140609-ccc_priority_script,2014/06/09,ccc_priority_script,39,34,0:00:13,13,,5,442
20140610-ccc_311_calgary_combined,2014/06/10,ccc_311_calgary_combined,5137,3772,0:05:13,313,,1365,1180636
20140610-ccc_help_script,2014/06/10,ccc_help_script,9,9,0:00:11,11,,0,99
20140610-ccc_priority_script,2014/06/10,ccc_priority_script,47,47,0:00:23,23,,0,1081
20140611-ccc_311_calgary_combined,2014/06/11,ccc_311_calgary_combined,5107,4171,0:03:04,184,,936,767464
20140611-ccc_help_script,2014/06/11,ccc_help_script,4,3,0:00:20,20,,1,60
20140611-ccc_priority_script,2014/06/11,ccc_priority_script,47,46,0:00:15,15,,1,690
20140612-ccc_311_calgary_combined,2014/06/12,ccc_311_calgary_combined,4671,4032,0:02:03,123,,639,495936
20140612-ccc_help_script,2014/06/12,ccc_help_script,3,3,0:00:05,5,,0,15
20140612-ccc_priority_script,2014/06/12,ccc_priority_script,48,44,0:00:14,14,,4,616
20140613-ccc_311_calgary_combined,2014/06/13,ccc_311_calgary_combined,3881,3766,0:00:28,28,,115,105448
20140613-ccc_help_script,2014/06/13,ccc_help_script,3,3,0:00:08,8,,0,24
20140613-ccc_priority_script,2014/06/13,ccc_priority_script,28,28,0:00:09,9,,0,252
20140614-ccc_311_calgary_combined,2014/06/14,ccc_311_calgary_combined,1547,1444,0:00:44,44,,103,63536
20140614-ccc_help_script,2014/06/14,ccc_help_script,2,2,0:00:37,37,,0,74
20140614-ccc_priority_script,2014/06/14,ccc_priority_script,38,37,0:00:10,10,,1,370
20140615-ccc_311_calgary_combined,2014/06/15,ccc_311_calgary_combined,1108,1052,0:00:42,42,,56,44184
20140615-ccc_priority_script,2014/06/15,ccc_priority_script,30,29,0:00:19,19,,1,551
20140616-ccc_311_calgary_combined,2014/06/16,ccc_311_calgary_combined,5371,4311,0:03:14,194,,1060,836334
20140616-ccc_help_script,2014/06/16,ccc_help_script,3,3,0:00:09,9,,0,27
20140616-ccc_priority_script,2014/06/16,ccc_priority_script,35,35,0:00:18,18,,0,630
20140616-ccc_tax_script,2014/06/16,ccc_tax_script,21,17,0:03:59,239,,4,4063
20140617-ccc_311_calgary_combined,2014/06/17,ccc_311_calgary_combined,4850,4167,0:01:54,114,,683,475038
20140617-ccc_help_script,2014/06/17,ccc_help_script,1,1,0:00:06,6,,0,6
20140617-ccc_priority_script,2014/06/17,ccc_priority_script,38,36,0:00:11,11,,2,396
20140617-ccc_tax_script,2014/06/17,ccc_tax_script,22,17,0:01:46,106,,5,1802
20140618-ccc_311_calgary_combined,2014/06/18,ccc_311_calgary_combined,4455,3960,0:01:38,98,,495,388080
20140618-ccc_help_script,2014/06/18,ccc_help_script,3,3,0:00:09,9,,0,27
20140618-ccc_priority_script,2014/06/18,ccc_priority_script,39,36,0:00:25,25,,3,900
20140618-ccc_tax_script,2014/06/18,ccc_tax_script,12,11,0:02:03,123,,1,1353
20140619-ccc_311_calgary_combined,2014/06/19,ccc_311_calgary_combined,4902,4072,0:02:25,145,,830,590440
20140619-ccc_help_script,2014/06/19,ccc_help_script,2,2,0:00:10,10,,0,20
20140619-ccc_priority_script,2014/06/19,ccc_priority_script,44,40,0:00:35,35,,4,1400
20140619-ccc_tax_script,2014/06/19,ccc_tax_script,14,12,0:01:46,106,,2,1272
20140620-ccc_311_calgary_combined,2014/06/20,ccc_311_calgary_combined,4488,3860,0:01:59,119,,628,459340
20140620-ccc_help_script,2014/06/20,ccc_help_script,4,4,0:00:06,6,,0,24
20140620-ccc_priority_script,2014/06/20,ccc_priority_script,55,52,0:00:17,17,,3,884
20140620-ccc_tax_script,2014/06/20,ccc_tax_script,22,21,0:01:26,86,,1,1806
20140621-ccc_311_calgary_combined,2014/06/21,ccc_311_calgary_combined,1676,1579,0:00:33,33,,97,52107
20140621-ccc_priority_script,2014/06/21,ccc_priority_script,35,35,0:00:11,11,,0,385
20140622-ccc_311_calgary_combined,2014/06/22,ccc_311_calgary_combined,1632,1493,0:01:00,60,,139,89580
20140622-ccc_priority_script,2014/06/22,ccc_priority_script,45,43,0:00:24,24,,2,1032
20140623-ccc_311_calgary_combined,2014/06/23,ccc_311_calgary_combined,5981,4422,0:04:41,281,,1559,1242582
20140623-ccc_help_script,2014/06/23,ccc_help_script,1,1,0:00:07,7,,0,7
